country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Iceland,ISL,2021-02-07,,,,,182,,,,533,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-08,17657,12801,4856,,159,5.17,3.75,1.42,466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-09,,,,,200,,,,586,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-10,,,,,241,,,,706,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-11,,,,,271,,,,794,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-02-12,19624,14086,5538,,301,5.75,4.13,1.62,882,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,2021-01-15,0,,,,,0,,,,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-16,191181,,,191181,191181,0.01,,,139,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-17,224301,,,33120,112150,0.02,,,81,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-18,454049,,,229748,151350,0.03,,,110,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-19,674835,,,220786,168709,0.05,,,122,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-20,806484,,,131649,161297,0.06,,,117,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-21,1043534,,,237050,173922,0.08,,,126,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-22,1390592,,,347058,198656,0.1,,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-23,1582201,,,191609,198717,0.11,,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-24,1615504,,,33303,198743,0.12,,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-25,2023809,,,408305,224251,0.15,,,163,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-26,2029480,,,5671,193521,0.15,,,140,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-27,2355979,,,326499,221356,0.17,,,160,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-28,2928053,,,572074,269217,0.21,,,195,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-29,3500027,,,571974,301348,0.25,,,218,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-30,3744334,,,244307,308876,0.27,,,224,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-01-31,3758843,,,14509,306191,0.27,,,222,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-01,3950156,,,191313,275192,0.29,,,199,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-02,4138918,,,188762,301348,0.3,,,218,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-03,4449552,,,310634,299082,0.32,,,217,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-04,4959445,,,509893,290199,0.36,,,210,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-05,5416849,,,457404,273832,0.39,,,198,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-06,5775322,,,358473,290141,0.42,,,210,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-07,5812362,,,37040,293360,0.42,,,213,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-08,6259008,,,446646,329836,0.45,,,239,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-09,6611561,,,352553,353235,0.48,,,256,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-10,7017114,,,405553,366795,0.51,,,266,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-11,7505010,,,487896,363652,0.54,,,264,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-12,7967647,,,462637,364400,0.58,,,264,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
India,IND,2021-02-13,8263858,,,296211,355505,0.6,,,258,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
Indonesia,IDN,2021-01-12,0,,,,,0,,,,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-13,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-14,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-15,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-16,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-17,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-18,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-19,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-20,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-22,132000,,,,13200,0.05,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-23,,,,,12546,,,,46,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-24,149242,,,,11892,0.05,,,43,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-25,161959,,,12717,11823,0.06,,,43,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-26,245685,,,83726,21898,0.09,,,80,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-27,308003,,,62318,28915,0.11,,,106,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-28,373786,368318,5468,65783,36427,0.14,0.13,0,133,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-29,416299,405012,11287,42513,40614,0.15,0.15,0,148,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-30,502955,482145,20810,86656,51762,0.18,0.18,0.01,189,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-31,515681,493133,22548,12726,52348,0.19,0.18,0.01,191,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-01,574938,539532,35406,59257,58997,0.21,0.2,0.01,216,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-02,648259,596260,51999,73321,57511,0.24,0.22,0.02,210,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-03,717647,646026,71621,69388,58521,0.26,0.24,0.03,214,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-04,796819,700266,96553,79172,60433,0.29,0.26,0.04,221,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-05,865609,744884,120725,68790,64187,0.32,0.27,0.04,235,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-06,914303,777096,137207,48694,58764,0.33,0.28,0.05,215,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-07,923449,784318,139131,9146,58253,0.34,0.29,0.05,213,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-08,985855,814585,171270,62406,58702,0.36,0.3,0.06,215,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-09,1066860,845407,221453,81005,59800,0.39,0.31,0.08,219,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-10,1248797,969546,279251,181937,75879,0.46,0.35,0.1,277,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-11,1362791,1017186,345605,113994,80853,0.5,0.37,0.13,296,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-12,,,,,79099,,,,289,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-13,1475812,1060326,415486,,80216,0.54,0.39,0.15,293,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Iran,IRN,2021-02-08,0,0,,,,0,0,,,Sputnik V,Government of Iran,https://twitter.com/FarsNews_Agency/status/1359195194097336322
Iran,IRN,2021-02-09,3000,3000,,3000,3000,0,0,,36,Sputnik V,Government of Iran,https://twitter.com/FarsNews_Agency/status/1359195194097336322
Ireland,IRL,2020-12-31,1800,,,,,0.04,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-01,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-02,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-03,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-04,4000,,,,550,0.08,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-05,,,,,1194,,,,242,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-06,,,,,1624,,,,329,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-07,15314,,,,1931,0.31,,,391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-08,,,,,3028,,,,613,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-09,,,,,4124,,,,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-10,40000,,,,5221,0.81,,,1057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-11,,,,,6919,,,,1401,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-12,,,,,8157,,,,1652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-13,77303,,,,9394,1.57,,,1902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-14,,,,,9452,,,,1914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-15,,,,,8873,,,,1797,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-16,,,,,8293,,,,1679,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-17,94000,,,,7714,1.9,,,1562,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-18,,,,,7267,,,,1472,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-19,,,,,6819,,,,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-20,121900,,,,6371,2.47,,,1290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-21,,,,,6528,,,,1322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-22,,,,,6686,,,,1354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-23,,,,,6843,,,,1386,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-24,143000,,,,7000,2.9,,,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-25,,,,,6552,,,,1327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-26,,,,,6105,,,,1236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-27,161500,147700,13800,,5657,3.27,2.99,0.28,1146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-28,,,,,6271,,,,1270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-29,,,,,6886,,,,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-30,,,,,7500,,,,1519,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-31,199800,150500,49300,,8114,4.05,3.05,1,1643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-01,,,,,8118,,,,1644,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-02,,,,,8122,,,,1645,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-03,,,,,8126,,,,1646,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-04,,,,,7643,,,,1548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-05,230766,151212,79554,,7159,4.67,3.06,1.61,1450,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-06,,,,,6486,,,,1314,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-07,240487,153654,86833,,5812,4.87,3.11,1.76,1177,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-08,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-09,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-10,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle of Man,IMN,2021-01-21,3558,,,,,4.18,,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-22,3648,,,90,90,4.29,,,1058,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-23,,,,,138,,,,1623,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-24,,,,,155,,,,1823,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-25,4209,3897,312,,163,4.95,4.58,0.37,1917,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-26,4886,4247,639,677,266,5.75,4.99,0.75,3128,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-27,5587,4550,1037,701,338,6.57,5.35,1.22,3975,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-28,6281,5243,1038,694,389,7.39,6.17,1.22,4575,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-29,6859,5829,1030,578,459,8.07,6.86,1.21,5398,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-30,,,,,484,,,,5692,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-31,,,,,508,,,,5974,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-01,,,,,533,,,,6268,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-02,8302,6883,1419,,488,9.76,8.09,1.67,5739,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-03,9563,7387,2176,1261,568,11.25,8.69,2.56,6680,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-04,10213,8030,2183,650,562,12.01,9.44,2.57,6609,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-05,10224,8041,2183,11,481,12.02,9.46,2.57,5657,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-06,10852,8669,2183,628,519,12.76,10.19,2.57,6104,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-07,11247,9063,2184,395,524,13.23,10.66,2.57,6162,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-08,11654,9466,2188,407,530,13.71,11.13,2.57,6233,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-09,12026,9469,2557,372,532,14.14,11.14,3.01,6256,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-10,12441,9485,2956,415,411,14.63,11.15,3.48,4833,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-11,12816,9488,3328,375,372,15.07,11.16,3.91,4375,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-12,12817,9489,3328,1,370,15.07,11.16,3.91,4351,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-13,13497,10170,3327,680,378,15.87,11.96,3.91,4445,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,2020-12-19,58,58,,,,0,0,,,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-20,7402,7402,,7344,7344,0.09,0.09,,848,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-21,32253,32253,,24851,16098,0.37,0.37,,1860,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-22,76838,76838,,44585,25593,0.89,0.89,,2957,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-23,139448,139448,,62610,34848,1.61,1.61,,4026,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-24,212747,212747,,73299,42538,2.46,2.46,,4915,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-25,251288,251288,,38541,41872,2.9,2.9,,4838,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-26,283920,283920,,32632,40552,3.28,3.28,,4685,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-27,388508,388508,,104588,54444,4.49,4.49,,6290,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-28,523430,523430,,134922,70168,6.05,6.05,,8107,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-29,679647,679647,,156217,86116,7.85,7.85,,9949,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-30,832566,832566,,152919,99017,9.62,9.62,,11440,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-31,991726,991726,,159160,111283,11.46,11.46,,12857,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-01,1063609,1063609,,71883,116046,12.29,12.29,,13407,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-02,1135704,1135704,,72095,121683,13.12,13.12,,14058,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-03,1285898,1285898,,150194,128199,14.86,14.86,,14811,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-04,1437689,1437687,2,151791,130608,16.61,16.61,0,15090,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-05,1563526,1563524,2,125837,126268,18.06,18.06,0,14588,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-06,1667339,1667337,2,103813,119253,19.26,19.26,0,13778,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-07,1783554,1783548,6,116215,113118,20.61,20.61,0,13069,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-08,1850086,1850075,11,66532,112354,21.37,21.37,0,12981,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-09,1894726,1894689,37,44640,108432,21.89,21.89,0,12527,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-10,1938401,1932379,6022,43675,93215,22.39,22.33,0.07,10769,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
